Contract A,Contract B,Similarity
SaharaToken_0xfdff.sol,ZKPToken_0xe1be.sol,98.27
TransparentUpgradeableProxy_0x1a88.sol,VaultProxy_0x0e60.sol,98.26
TransparentUpgradeableProxy_0x1a88.sol,AdminUpgradeabilityProxy_0x2a3b.sol,98.24
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0xf668.sol,98.24
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x3d90.sol,98.23
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0xf668.sol,98.23
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0xf668.sol,98.23
TransparentUpgradeableProxy_0x6c96.sol,AdminUpgradeabilityProxy_0x2a3b.sol,98.23
TransparentUpgradeableProxy_0xf668.sol,ERC1967Proxy_0x445f.sol,98.23
TransparentUpgradeableProxy_0xf668.sol,ERC1967Proxy_0x604d.sol,98.22
ERC1967Proxy_0x423d.sol,ERC1967Proxy_0x445f.sol,98.2
TransparentUpgradeableProxy_0xf668.sol,ERC1967Proxy_0xb2ec.sol,98.2
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x423d.sol,98.2
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0x423d.sol,98.2
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x423d.sol,98.19
ERC1967Proxy_0x423d.sol,ERC1967Proxy_0xb2ec.sol,98.17
AdminUpgradeabilityProxy_0x2a3b.sol,TransparentUpgradeableProxy_0x4867.sol,98.17
ERC1967Proxy_0x5c7b.sol,AdminUpgradeabilityProxy_0x2a3b.sol,98.16
AdminUpgradeabilityProxy_0x2a3b.sol,TransparentUpgradeableProxy_0xda9c.sol,98.16
TransparentUpgradeableProxy_0x2ddd.sol,AdminUpgradeabilityProxy_0x2a3b.sol,98.16
PeerToken_0x87ac.sol,DelegationManager_0xdb9b.sol,98.16
TransparentUpgradeableProxy_0x7623.sol,AdminUpgradeabilityProxy_0x2a3b.sol,98.16
ERC1967Proxy_0x423d.sol,ERC1967Proxy_0x604d.sol,98.15
TransparentUpgradeableProxy_0x6874.sol,VaultProxy_0x0e60.sol,98.13
MAKA_0x9ff7.sol,GamerCoin_0x728f.sol,98.12
TransparentUpgradeableProxy_0xda9c.sol,VaultProxy_0x0e60.sol,98.11
TransparentUpgradeableProxy_0x2ddd.sol,VaultProxy_0x0e60.sol,98.11
TransparentUpgradeableProxy_0x7623.sol,VaultProxy_0x0e60.sol,98.11
ERC1967Proxy_0x5c7b.sol,VaultProxy_0x0e60.sol,98.11
CumulativeMerkleDrop_0x1300.sol,MetaBridge_0x0439.sol,98.1
AdminUpgradeabilityProxy_0x2a3b.sol,TransparentUpgradeableProxy_0xbca3.sol,98.09
ERC1967Proxy_0xe343.sol,AdminUpgradeabilityProxy_0x2a3b.sol,98.09
AdminUpgradeabilityProxy_0x2a3b.sol,TransparentUpgradeableProxy_0x5aea.sol,98.09
AdminUpgradeabilityProxy_0x2a3b.sol,TransparentUpgradeableProxy_0xd72a.sol,98.09
AdminUpgradeabilityProxy_0x2a3b.sol,TransparentUpgradeableProxy_0x3d90.sol,98.09
ERC1967Proxy_0x0d9a.sol,AdminUpgradeabilityProxy_0x2a3b.sol,98.09
TransparentUpgradeableProxy_0x4867.sol,TransparentUpgradeableProxy_0xbca3.sol,98.07
ERC1967Proxy_0xe343.sol,TransparentUpgradeableProxy_0x4867.sol,98.07
TransparentUpgradeableProxy_0x5aea.sol,TransparentUpgradeableProxy_0x4867.sol,98.07
ERC1967Proxy_0x0d9a.sol,TransparentUpgradeableProxy_0x4867.sol,98.07
TransparentUpgradeableProxy_0xd72a.sol,TransparentUpgradeableProxy_0x4867.sol,98.07
ENA_0x57e1.sol,OperatorRewarder_0x6613.sol,98.06
OperatorRewarder_0x6613.sol,ENSToken_0xc183.sol,98.06
FluidLiteVaultProxy_0x273d.sol,VaultProxy_0x0e60.sol,98.06
Rebalance_0x0ccb.sol,SaharaToken_0xfdff.sol,98.05
EntryPoint_0x4337.sol,SaharaToken_0xfdff.sol,98.05
TransparentUpgradeableProxy_0x4867.sol,TransparentUpgradeableProxy_0x3d90.sol,98.04
ERC1967Proxy_0xf4e1.sol,ERC1967Proxy_0x604d.sol,98.03
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x2e51.sol,98.02
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x1c47.sol,98.0
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0xf668.sol,97.95
AdminUpgradeabilityProxy_0x2a3b.sol,ERC1967Proxy_0x604d.sol,97.93
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x423d.sol,97.92
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0xf4e1.sol,97.91
TransparentUpgradeableProxy_0x2e51.sol,AdminUpgradeabilityProxy_0x2a3b.sol,97.89
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0xf4e1.sol,97.89
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0xbca3.sol,97.88
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x5aea.sol,97.88
ERC1967Proxy_0xe343.sol,ERC1967Proxy_0xf4e1.sol,97.88
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0xd72a.sol,97.88
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0xf4e1.sol,97.88
ERC1967Proxy_0x0d9a.sol,ERC1967Proxy_0xf4e1.sol,97.88
TransparentUpgradeableProxy_0x2e51.sol,TransparentUpgradeableProxy_0x4867.sol,97.84
Mint_0xba19.sol,ENA_0x57e1.sol,97.82
CumulativeMerkleDrop_0x1300.sol,LidoExecutionLayerRewardsVault_0x388c.sol,97.82
ERC1967Proxy_0x09c3.sol,ERC1967Proxy_0xee7a.sol,97.79
ERC1967Proxy_0x09c3.sol,ERC1967Proxy_0x445f.sol,97.79
ERC1967Proxy_0x09c3.sol,ERC1967Proxy_0xebf6.sol,97.79
UltimateTokenOwnable_0x464d.sol,CustodialWalletFactoryV2_0x5b61.sol,97.76
CumulativeMerkleDrop_0x1300.sol,ENA_0x57e1.sol,97.75
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0xf668.sol,97.74
CumulativeMerkleDrop_0x1300.sol,CustodialWalletFactoryV2_0x5b61.sol,97.73
MAKA_0x9ff7.sol,VirtualToken_0x44ff.sol,97.72
PlasmaVault_0x43ee.sol,OperatorRewarder_0x6613.sol,97.72
AdminUpgradeabilityProxy_0x2a3b.sol,ERC1967Proxy_0x445f.sol,97.7
ENA_0x57e1.sol,SaharaToken_0xfdff.sol,97.7
ERC1967Proxy_0xee7a.sol,AdminUpgradeabilityProxy_0x2a3b.sol,97.7
AdminUpgradeabilityProxy_0x2a3b.sol,ERC1967Proxy_0xebf6.sol,97.7
PeerToken_0x87ac.sol,ENSToken_0xc183.sol,97.69
GravityTokenG_0x9c7b.sol,OperatorRewarder_0x6613.sol,97.69
CumulativeMerkleDrop_0x1300.sol,VirtualToken_0x44ff.sol,97.67
ZKPToken_0xe1be.sol,ENSToken_0xc183.sol,97.67
AdminUpgradeabilityProxy_0x2a3b.sol,ERC1967Proxy_0xb2ec.sol,97.65
ENA_0x57e1.sol,GamerCoin_0x728f.sol,97.64
DelegationManager_0xdb9b.sol,OperatorRewarder_0x6613.sol,97.63
ERC1967Proxy_0x09c3.sol,ERC1967Proxy_0x423d.sol,97.62
ENA_0x57e1.sol,ZKPToken_0xe1be.sol,97.62
MAKA_0x9ff7.sol,WLD_0x163f.sol,97.6
CumulativeMerkleDrop_0x1300.sol,ENSToken_0xc183.sol,97.6
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x3d90.sol,97.6
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x6874.sol,97.59
Permit2Proxy_0x89c6.sol,ENSToken_0xc183.sol,97.59
EntryPoint_0x4337.sol,DelegationManager_0xdb9b.sol,97.59
EntryPoint_0x4337.sol,PeerToken_0x87ac.sol,97.58
ENA_0x57e1.sol,PeerToken_0x87ac.sol,97.58
GravityTokenG_0x9c7b.sol,Permit2Proxy_0x89c6.sol,97.58
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0xf4e1.sol,97.57
TransparentUpgradeableProxy_0x2ddd.sol,ERC1967Proxy_0xf4e1.sol,97.57
TransparentUpgradeableProxy_0x7623.sol,ERC1967Proxy_0xf4e1.sol,97.57
TransparentUpgradeableProxy_0xda9c.sol,ERC1967Proxy_0xf4e1.sol,97.57
TransparentUpgradeableProxy_0x4867.sol,TransparentUpgradeableProxy_0xf668.sol,97.56
TransparentUpgradeableProxy_0x4867.sol,ERC1967Proxy_0x604d.sol,97.54
NonfungiblePositionManager_0xc364.sol,SwapRouter02_0x68b3.sol,97.53
ZKPToken_0xe1be.sol,DelegationManager_0xdb9b.sol,97.52
Mint_0xba19.sol,OperatorRewarder_0x6613.sol,97.51
GamerCoin_0x728f.sol,ENSToken_0xc183.sol,97.51
SaharaToken_0xfdff.sol,ENSToken_0xc183.sol,97.5
CumulativeMerkleDrop_0x1300.sol,Permit2Proxy_0x89c6.sol,97.5
MAKA_0x9ff7.sol,ShiroToken_0xb0ac.sol,97.49
GravityTokenG_0x9c7b.sol,ENSToken_0xc183.sol,97.49
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0xb2ec.sol,97.47
Mint_0xba19.sol,GravityTokenG_0x9c7b.sol,97.47
ShiroToken_0xb0ac.sol,GamerCoin_0x728f.sol,97.46
UltimateTokenOwnable_0x464d.sol,OperatorRewarder_0x6613.sol,97.46
ERC1967Proxy_0x423d.sol,TransparentUpgradeableProxy_0x4867.sol,97.45
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0xee7a.sol,97.42
ERC1967Proxy_0x09c3.sol,ERC1967Proxy_0x604d.sol,97.42
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0xebf6.sol,97.42
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0x445f.sol,97.42
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x1c47.sol,97.41
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0x423d.sol,97.38
Permit2Proxy_0x89c6.sol,OperatorRewarder_0x6613.sol,97.38
ERC1967Proxy_0xb773.sol,AdminUpgradeabilityProxy_0x2a3b.sol,97.36
EntryPoint_0x4337.sol,OperatorRewarder_0x6613.sol,97.34
CumulativeMerkleDrop_0x1300.sol,Proxy_0x8cd8.sol,97.34
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x1a88.sol,97.34
CumulativeMerkleDrop_0x1300.sol,UltimateTokenOwnable_0x464d.sol,97.33
ENA_0x57e1.sol,UltimateTokenOwnable_0x464d.sol,97.33
MAKA_0x9ff7.sol,ENA_0x57e1.sol,97.33
LidoExecutionLayerRewardsVault_0x388c.sol,CustodialWalletFactoryV2_0x5b61.sol,97.31
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x3d90.sol,97.31
BeefyZapRouter_0x5cc9.sol,ERC20Proxy_0x3335.sol,97.3
Diamond_0xb300.sol,RangoDiamond_0x6946.sol,97.3
GravityTokenG_0x9c7b.sol,ZKPToken_0xe1be.sol,97.29
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0xb773.sol,97.29
ShiroToken_0xb0ac.sol,MetaBridge_0x0439.sol,97.29
AdminUpgradeabilityProxy_0x2a3b.sol,TransparentUpgradeableProxy_0xf668.sol,97.29
ENA_0x57e1.sol,DVN_0x589d.sol,97.28
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x6c96.sol,97.28
Rebalance_0x0ccb.sol,DelegationManager_0xdb9b.sol,97.27
GravityTokenG_0x9c7b.sol,UltimateTokenOwnable_0x464d.sol,97.27
GravityTokenG_0x9c7b.sol,SaharaToken_0xfdff.sol,97.27
ERC1967Proxy_0x09c3.sol,ERC1967Proxy_0xe343.sol,97.24
ERC1967Proxy_0x09c3.sol,ERC1967Proxy_0x0d9a.sol,97.24
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0xbca3.sol,97.24
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x5aea.sol,97.24
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x2e51.sol,97.24
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0xd72a.sol,97.24
GravityTokenG_0x9c7b.sol,VirtualToken_0x44ff.sol,97.22
AdminUpgradeabilityProxy_0x2a3b.sol,ERC1967Proxy_0x423d.sol,97.22
Rebalance_0x0ccb.sol,PeerToken_0x87ac.sol,97.21
MaticToken_0x7d1a.sol,chiliZ_0x3506.sol,97.21
ENA_0x57e1.sol,CustodialWalletFactoryV2_0x5b61.sol,97.2
OperatorRewarder_0x6613.sol,CustodialWalletFactoryV2_0x5b61.sol,97.2
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0xf668.sol,97.19
TransparentUpgradeableProxy_0x4867.sol,ERC1967Proxy_0x445f.sol,97.18
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0x4867.sol,97.18
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0x4867.sol,97.18
MAKA_0x9ff7.sol,ENSToken_0xc183.sol,97.17
CumulativeMerkleDrop_0x1300.sol,OperatorRewarder_0x6613.sol,97.14
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0x604d.sol,97.14
ShiroToken_0xb0ac.sol,LidoExecutionLayerRewardsVault_0x388c.sol,97.13
GamerCoin_0x728f.sol,OperatorRewarder_0x6613.sol,97.13
Rebalance_0x0ccb.sol,OperatorRewarder_0x6613.sol,97.13
TransparentUpgradeableProxy_0x4867.sol,ERC1967Proxy_0xb2ec.sol,97.12
GravityTokenG_0x9c7b.sol,PeerToken_0x87ac.sol,97.11
Mint_0xba19.sol,Permit2Proxy_0x89c6.sol,97.1
VirtualToken_0x44ff.sol,CustodialWalletFactoryV2_0x5b61.sol,97.1
DVN_0x589d.sol,OperatorRewarder_0x6613.sol,97.09
LidoExecutionLayerRewardsVault_0x388c.sol,MetaBridge_0x0439.sol,97.09
MetaBridge_0x0439.sol,CustodialWalletFactoryV2_0x5b61.sol,97.08
GamerCoin_0x728f.sol,VirtualToken_0x44ff.sol,97.08
Mint_0xba19.sol,ZKPToken_0xe1be.sol,97.07
ENA_0x57e1.sol,ShiroToken_0xb0ac.sol,97.07
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x1c47.sol,97.07
ZKPToken_0xe1be.sol,Permit2Proxy_0x89c6.sol,97.06
EntryPoint_0x4337.sol,ZKPToken_0xe1be.sol,97.05
AdminUpgradeabilityProxy_0x2a3b.sol,VaultProxy_0x0e60.sol,97.05
MAKA_0x9ff7.sol,UltimateTokenOwnable_0x464d.sol,97.04
Permit2Proxy_0x89c6.sol,CustodialWalletFactoryV2_0x5b61.sol,97.03
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x6874.sol,97.02
CumulativeMerkleDrop_0x1300.sol,WLD_0x163f.sol,97.02
ShiroToken_0xb0ac.sol,CustodialWalletFactoryV2_0x5b61.sol,97.01
Mint_0xba19.sol,CustodialWalletFactoryV2_0x5b61.sol,97.01
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0xda9c.sol,97.0
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x7623.sol,97.0
ERC1967Proxy_0x09c3.sol,ERC1967Proxy_0x5c7b.sol,97.0
ERC1967Proxy_0x09c3.sol,TransparentUpgradeableProxy_0x2ddd.sol,97.0
Mint_0xba19.sol,PeerToken_0x87ac.sol,96.99
ERC1967Proxy_0x09c3.sol,FluidLiteVaultProxy_0x273d.sol,96.98
ENA_0x57e1.sol,DelegationManager_0xdb9b.sol,96.97
ENA_0x57e1.sol,VirtualToken_0x44ff.sol,96.97
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x1a88.sol,96.97
Mint_0xba19.sol,SaharaToken_0xfdff.sol,96.97
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x6c96.sol,96.97
Permit2Proxy_0x89c6.sol,GamerCoin_0x728f.sol,96.96
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0xd72a.sol,96.94
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x5aea.sol,96.94
ERC1967Proxy_0xe343.sol,FluidLiteVaultProxy_0x273d.sol,96.94
UltimateTokenOwnable_0x464d.sol,GamerCoin_0x728f.sol,96.94
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0x0d9a.sol,96.94
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0xbca3.sol,96.94
CumulativeMerkleDrop_0x1300.sol,GravityTokenG_0x9c7b.sol,96.91
UltimateTokenOwnable_0x464d.sol,ENSToken_0xc183.sol,96.91
GamerCoin_0x728f.sol,CustodialWalletFactoryV2_0x5b61.sol,96.89
ShiroToken_0xb0ac.sol,VirtualToken_0x44ff.sol,96.88
Proxy_0x8cd8.sol,ShiroToken_0xb0ac.sol,96.87
ForwarderV4_0xb115.sol,CustodialWalletFactoryV2_0x5b61.sol,96.85
VirtualToken_0x44ff.sol,OperatorRewarder_0x6613.sol,96.85
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0x4867.sol,96.84
Mint_0xba19.sol,UltimateTokenOwnable_0x464d.sol,96.83
Proxy_0x8cd8.sol,MetaBridge_0x0439.sol,96.83
GravityTokenG_0x9c7b.sol,GamerCoin_0x728f.sol,96.83
ENA_0x57e1.sol,MetaBridge_0x0439.sol,96.81
TransparentUpgradeableProxy_0x4867.sol,VaultProxy_0x0e60.sol,96.81
MetaBridge_0x0439.sol,GamerCoin_0x728f.sol,96.8
ShiroToken_0xb0ac.sol,ENSToken_0xc183.sol,96.78
PlasmaVault_0x43ee.sol,ZKPToken_0xe1be.sol,96.77
WLD_0x163f.sol,VirtualToken_0x44ff.sol,96.76
DelegationManager_0xdb9b.sol,ENSToken_0xc183.sol,96.76
GravityTokenG_0x9c7b.sol,CustodialWalletFactoryV2_0x5b61.sol,96.76
CustodialWalletFactoryV2_0x5b61.sol,ENSToken_0xc183.sol,96.75
Permit2Proxy_0x89c6.sol,ShiroToken_0xb0ac.sol,96.75
PlasmaVault_0xc50b.sol,OperatorRewarder_0x6613.sol,96.74
MAKA_0x9ff7.sol,Permit2Proxy_0x89c6.sol,96.73
ERC20Proxy_0x3335.sol,Permit2Proxy_0x89c6.sol,96.73
UltimateTokenOwnable_0x464d.sol,MetaBridge_0x0439.sol,96.71
Solver_0xae68.sol,Permit2Proxy_0x89c6.sol,96.71
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x6874.sol,96.7
OFTToken_0x84ea.sol,ZKPToken_0xe1be.sol,96.7
ShiroToken_0xb0ac.sol,UltimateTokenOwnable_0x464d.sol,96.69
LidoExecutionLayerRewardsVault_0x388c.sol,GamerCoin_0x728f.sol,96.68
RaveToken_0x1720.sol,ZKPToken_0xe1be.sol,96.67
Permit2Proxy_0x89c6.sol,UltimateTokenOwnable_0x464d.sol,96.67
Mint_0xba19.sol,ENSToken_0xc183.sol,96.66
MAKA_0x9ff7.sol,CustodialWalletFactoryV2_0x5b61.sol,96.65
VirtualToken_0x44ff.sol,ENSToken_0xc183.sol,96.65
PlasmaVault_0x43ee.sol,SaharaToken_0xfdff.sol,96.65
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x7623.sol,96.63
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0x2ddd.sol,96.63
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0x5c7b.sol,96.63
Transfers_0x1fa5.sol,Permit2Proxy_0x89c6.sol,96.63
FluidLiteVaultProxy_0x273d.sol,TransparentUpgradeableProxy_0xda9c.sol,96.63
DVN_0x589d.sol,ZKPToken_0xe1be.sol,96.58
PlasmaVault_0x43ee.sol,PeerToken_0x87ac.sol,96.58
GravityTokenG_0x9c7b.sol,DVN_0x589d.sol,96.58
CumulativeMerkleDrop_0x1300.sol,CCTPv2WithExecutor_0xdd68.sol,96.57
WLD_0x163f.sol,GamerCoin_0x728f.sol,96.57
PENDLE_0x8085.sol,GamerCoin_0x728f.sol,96.57
ENA_0x57e1.sol,WLD_0x163f.sol,96.57
ShiroToken_0xb0ac.sol,OperatorRewarder_0x6613.sol,96.56
SaharaToken_0xfdff.sol,Permit2Proxy_0x89c6.sol,96.56
Mint_0xba19.sol,VirtualToken_0x44ff.sol,96.56
Proxy_0x8cd8.sol,LidoExecutionLayerRewardsVault_0x388c.sol,96.55
Mint_0xba19.sol,DVN_0x589d.sol,96.55
ENA_0x57e1.sol,EntryPoint_0x4337.sol,96.54
MetaBridge_0x0439.sol,OperatorRewarder_0x6613.sol,96.53
Permit2Proxy_0x89c6.sol,PeerToken_0x87ac.sol,96.52
Permit2Proxy_0x89c6.sol,MetaBridge_0x0439.sol,96.51
OperatorRewarder_0x6613.sol,TransparentUpgradeableProxy_0x3d90.sol,96.51
Permit2Proxy_0x89c6.sol,VirtualToken_0x44ff.sol,96.5
ENA_0x57e1.sol,ERC1967Proxy_0xb2ec.sol,96.49
DVN_0x589d.sol,Permit2Proxy_0x89c6.sol,96.49
DVN_0x589d.sol,ENSToken_0xc183.sol,96.49
BeefyZapRouter_0x5cc9.sol,Permit2Proxy_0x89c6.sol,96.48
ERC1967Proxy_0x0d9a.sol,OperatorRewarder_0x6613.sol,96.48
ENA_0x57e1.sol,ERC1967Proxy_0xee7a.sol,96.48
ERC1967Proxy_0xe343.sol,OperatorRewarder_0x6613.sol,96.48
TransparentUpgradeableProxy_0xd72a.sol,OperatorRewarder_0x6613.sol,96.48
ENA_0x57e1.sol,ERC1967Proxy_0x445f.sol,96.48
Rebalance_0x0ccb.sol,EntryPoint_0x4337.sol,96.48
TransparentUpgradeableProxy_0xbca3.sol,OperatorRewarder_0x6613.sol,96.48
TransparentUpgradeableProxy_0x5aea.sol,OperatorRewarder_0x6613.sol,96.48
ENA_0x57e1.sol,ERC1967Proxy_0xebf6.sol,96.48
CumulativeMerkleDrop_0x1300.sol,TransparentUpgradeableProxy_0x1a88.sol,96.47
CumulativeMerkleDrop_0x1300.sol,BeefyZapRouter_0x5cc9.sol,96.47
ENA_0x57e1.sol,TransparentUpgradeableProxy_0x3d90.sol,96.46
TransparentUpgradeableProxy_0x1a88.sol,OperatorRewarder_0x6613.sol,96.45
ZKPToken_0xe1be.sol,UltimateTokenOwnable_0x464d.sol,96.45
GravityTokenG_0x9c7b.sol,DelegationManager_0xdb9b.sol,96.45
Mint_0xba19.sol,GamerCoin_0x728f.sol,96.44
AdminUpgradeabilityProxy_0x2a3b.sol,ERC1967Proxy_0xf4e1.sol,96.43
ENA_0x57e1.sol,TransparentUpgradeableProxy_0x2e51.sol,96.43
CumulativeMerkleDrop_0x1300.sol,TransparentUpgradeableProxy_0xbca3.sol,96.42
CumulativeMerkleDrop_0x1300.sol,TransparentUpgradeableProxy_0xd72a.sol,96.42
Mint_0xba19.sol,CumulativeMerkleDrop_0x1300.sol,96.42
CumulativeMerkleDrop_0x1300.sol,ERC1967Proxy_0x0d9a.sol,96.42
CumulativeMerkleDrop_0x1300.sol,TransparentUpgradeableProxy_0x5aea.sol,96.42
ERC1967Proxy_0xe343.sol,CumulativeMerkleDrop_0x1300.sol,96.42
LidoExecutionLayerRewardsVault_0x388c.sol,ForwarderV4_0xb115.sol,96.41
OperatorRewarder_0x6613.sol,VaultProxy_0x0e60.sol,96.41
ERC1967Proxy_0x423d.sol,OperatorRewarder_0x6613.sol,96.41
ERC1967Proxy_0xe343.sol,CustodialWalletFactoryV2_0x5b61.sol,96.4
ENA_0x57e1.sol,TransparentUpgradeableProxy_0x5aea.sol,96.4
ERC1967Proxy_0xe343.sol,ENA_0x57e1.sol,96.4
ERC1967Proxy_0x0d9a.sol,CustodialWalletFactoryV2_0x5b61.sol,96.4
TransparentUpgradeableProxy_0xd72a.sol,CustodialWalletFactoryV2_0x5b61.sol,96.4
MetaBridge_0x0439.sol,VirtualToken_0x44ff.sol,96.4
TransparentUpgradeableProxy_0xbca3.sol,CustodialWalletFactoryV2_0x5b61.sol,96.4
ERC1967Proxy_0x0d9a.sol,ENA_0x57e1.sol,96.4
ENA_0x57e1.sol,TransparentUpgradeableProxy_0xbca3.sol,96.4
ENA_0x57e1.sol,TransparentUpgradeableProxy_0xd72a.sol,96.4
TransparentUpgradeableProxy_0x5aea.sol,CustodialWalletFactoryV2_0x5b61.sol,96.4
Rebalance_0x0ccb.sol,ZKPToken_0xe1be.sol,96.39
OperatorRewarder_0x6613.sol,ERC1967Proxy_0x445f.sol,96.39
ERC1967Proxy_0xebf6.sol,OperatorRewarder_0x6613.sol,96.39
ERC1967Proxy_0xee7a.sol,OperatorRewarder_0x6613.sol,96.39
ENA_0x57e1.sol,TransparentUpgradeableProxy_0x1a88.sol,96.38
CumulativeMerkleDrop_0x1300.sol,ERC1967Proxy_0x604d.sol,96.38
MetaBridge_0x0439.sol,ENSToken_0xc183.sol,96.38
ZKPToken_0xe1be.sol,CustodialWalletFactoryV2_0x5b61.sol,96.37
TransparentUpgradeableProxy_0x1a88.sol,MetaBridge_0x0439.sol,96.37
WLD_0x163f.sol,UltimateTokenOwnable_0x464d.sol,96.37
Mint_0xba19.sol,ForwarderV4_0xb115.sol,96.36
TransparentUpgradeableProxy_0x1c47.sol,OperatorRewarder_0x6613.sol,96.36
CumulativeMerkleDrop_0x1300.sol,ZKPToken_0xe1be.sol,96.36
MAKA_0x9ff7.sol,MetaBridge_0x0439.sol,96.36
ERC1967Proxy_0x604d.sol,OperatorRewarder_0x6613.sol,96.35
ENA_0x57e1.sol,PlasmaVault_0x43ee.sol,96.35
ENA_0x57e1.sol,ERC1967Proxy_0x604d.sol,96.34
TransparentUpgradeableProxy_0xf668.sol,OperatorRewarder_0x6613.sol,96.34
CumulativeMerkleDrop_0x1300.sol,TransparentUpgradeableProxy_0x3d90.sol,96.34
ZKPToken_0xe1be.sol,GamerCoin_0x728f.sol,96.34
ERC1967Proxy_0x9ccc.sol,ERC1967Proxy_0x61e2.sol,96.33
CumulativeMerkleDrop_0x1300.sol,ERC1967Proxy_0x445f.sol,96.33
ERC1967Proxy_0xb773.sol,ENA_0x57e1.sol,96.33
TransparentUpgradeableProxy_0x1a88.sol,CustodialWalletFactoryV2_0x5b61.sol,96.33
ERC1967Proxy_0x1169.sol,ERC1967Proxy_0x9ccc.sol,96.33
GravityTokenG_0x9c7b.sol,MetaBridge_0x0439.sol,96.33
CumulativeMerkleDrop_0x1300.sol,ERC1967Proxy_0xee7a.sol,96.33
CumulativeMerkleDrop_0x1300.sol,DVN_0x589d.sol,96.33
CumulativeMerkleDrop_0x1300.sol,ERC1967Proxy_0xebf6.sol,96.33
TransparentUpgradeableProxy_0x2e51.sol,OperatorRewarder_0x6613.sol,96.33
TransparentUpgradeableProxy_0xd72a.sol,MetaBridge_0x0439.sol,96.32
ERC1967Proxy_0xe343.sol,MetaBridge_0x0439.sol,96.32
MetaBridge_0x0439.sol,TransparentUpgradeableProxy_0xbca3.sol,96.32
TransparentUpgradeableProxy_0x5aea.sol,MetaBridge_0x0439.sol,96.32
ERC1967Proxy_0x0d9a.sol,MetaBridge_0x0439.sol,96.32
MAKA_0x9ff7.sol,OperatorRewarder_0x6613.sol,96.31
OperatorRewarder_0x6613.sol,ERC1967Proxy_0xb2ec.sol,96.31
