Contract A,Contract B,Similarity,Size A,Size B
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0xebf6.sol,80.34,40825,26631
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x2e51.sol,80.31,40825,35097
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x7598.sol,80.31,40825,35070
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0xec53.sol,80.31,40825,35070
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x18cc.sol,80.31,40825,35097
ZigCoin_0xb261.sol,SimpleToken_0x4d22.sol,80.22,19009,16736
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0xf668.sol,80.17,26631,40127
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0xfaf1.sol,80.17,26631,40127
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0xf668.sol,80.17,26631,40127
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0xfaf1.sol,80.17,26631,40127
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0xf668.sol,80.17,26631,40127
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0xfaf1.sol,80.17,26631,40127
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x6e2a.sol,79.6,40825,38428
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x5c7b.sol,79.6,40825,38428
OptimizedTransparentUpgradeableProxy_0x902f.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,79.4,17846,28981
BeamToken_0x62d0.sol,FetchToken_0xaea4.sol,79.38,86944,42471
UUPSProxy_0x031d.sol,ERC1967Proxy_0x604d.sol,79.36,24331,23612
UUPSProxy_0x031d.sol,ERC1967Proxy_0x5ccb.sol,79.36,24331,23612
ERC1967Proxy_0xf4e1.sol,ERC1967Proxy_0x5ccb.sol,78.82,23725,23612
ERC1967Proxy_0xf4e1.sol,ERC1967Proxy_0x604d.sol,78.82,23725,23612
ERC1967Proxy_0xfaf1.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,78.74,40127,28981
TransparentUpgradeableProxy_0xf668.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,78.74,40127,28981
TransparentUpgradeableProxy_0xf668.sol,ERC1967Proxy_0x604d.sol,78.72,40127,23612
ERC1967Proxy_0x5ccb.sol,TransparentUpgradeableProxy_0xf668.sol,78.72,23612,40127
ERC1967Proxy_0xfaf1.sol,ERC1967Proxy_0x604d.sol,78.72,40127,23612
ERC1967Proxy_0x5ccb.sol,ERC1967Proxy_0xfaf1.sol,78.72,23612,40127
TransparentUpgradeableProxy_0x85ec.sol,TransparentUpgradeableProxy_0xf668.sol,78.61,28908,40127
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0xfaf1.sol,78.61,28908,40127
JasmyCoin_0x7420.sol,SimpleToken_0x4d22.sol,78.55,18886,16736
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x85ec.sol,78.52,17846,28908
FixedToken_0xd441.sol,AnyoneProtocolToken_0xfeac.sol,78.41,17919,45903
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x5ccb.sol,78.33,36734,23612
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x604d.sol,78.33,36734,23612
VraToken_0xf411.sol,FetchToken_0xaea4.sol,78.18,69366,42471
Turbo_0xa359.sol,AnyoneProtocolToken_0xfeac.sol,77.97,21588,45903
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x604d.sol,77.87,40825,23612
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x5ccb.sol,77.87,40825,23612
ERC1967Proxy_0x328f.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.69,40825,28981
TransparentUpgradeableProxy_0x3328.sol,EthcoinProxy_0xe957.sol,77.67,44163,22502
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x238a.sol,77.67,22502,44163
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0xbca3.sol,77.67,22502,44163
TransparentUpgradeableProxy_0xb3fa.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.65,36734,28981
PProxy_0x4c17.sol,TransparentUpgradeableProxy_0xbca3.sol,77.63,22504,44163
TransparentUpgradeableProxy_0x238a.sol,PProxy_0x4c17.sol,77.63,44163,22504
TransparentUpgradeableProxy_0x3328.sol,PProxy_0x4c17.sol,77.63,44163,22504
UUPSProxy_0x031d.sol,BeaconProxy_0x74a0.sol,77.57,24331,23776
BeaconProxy_0x74a0.sol,ERC1967Proxy_0xfaf1.sol,77.56,23776,40127
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0xf668.sol,77.56,23776,40127
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x85ec.sol,77.54,40825,28908
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x85ec.sol,77.47,36734,28908
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x85ec.sol,77.36,24331,28908
UUPSProxy_0x031d.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.36,24331,28981
FixedToken_0xd441.sol,ZigCoin_0xb261.sol,76.88,17919,19009
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x5c7b.sol,76.87,36734,38428
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x6e2a.sol,76.87,36734,38428
BeaconProxy_0x74a0.sol,ERC1967Proxy_0xf4e1.sol,76.82,23776,23725
RelayApprovalProxyV3_0xccc8.sol,RelayDepository_0x4cd0.sol,76.62,99570,115957
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x328f.sol,76.61,23776,40825
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x85ec.sol,76.42,23725,28908
ERC1967Proxy_0xf4e1.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,76.42,23725,28981
FixedToken_0xd441.sol,Open_0xa227.sol,76.35,17919,24861
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0xb3fa.sol,76.27,23776,36734
Turbo_0xa359.sol,TetherUSD_0x3f69.sol,76.13,21588,25680
RelayRouterV3_0xb92f.sol,RelayDepository_0x4cd0.sol,76.02,56689,115957
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,ZigCoin_0xb261.sol,75.87,47187,19009
OptimizedTransparentUpgradeableProxy_0x902f.sol,ERC1967Proxy_0x604d.sol,75.79,17846,23612
OptimizedTransparentUpgradeableProxy_0x902f.sol,ERC1967Proxy_0x5ccb.sol,75.79,17846,23612
FF_0xfa1c.sol,EntryPoint_0x4337.sol,75.75,150922,189083
SimpleToken_0x4d22.sol,AnyoneProtocolToken_0xfeac.sol,75.68,16736,45903
FixedToken_0xd441.sol,TetherUSD_0x3f69.sol,75.64,17919,25680
PepeToken_0x6982.sol,ZigCoin_0xb261.sol,75.37,20169,19009
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0xbca3.sol,75.36,24331,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x3328.sol,75.36,24331,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x238a.sol,75.36,24331,44163
ERC1967Proxy_0x5c7b.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,75.35,38428,17846
ERC1967Proxy_0x6e2a.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,75.35,38428,17846
EntryPoint_0x4337.sol,BTR_0x6c76.sol,75.28,189083,187609
FixedToken_0xd441.sol,JasmyCoin_0x7420.sol,75.2,17919,18886
ERC1967Proxy_0x5c7b.sol,EthcoinProxy_0xe957.sol,75.17,38428,22502
ERC1967Proxy_0x6e2a.sol,EthcoinProxy_0xe957.sol,75.17,38428,22502
ERC1967Proxy_0x5c7b.sol,PProxy_0x4c17.sol,75.1,38428,22504
ERC1967Proxy_0x6e2a.sol,PProxy_0x4c17.sol,75.1,38428,22504
EntryPoint_0x4337.sol,EntryPoint_0x0000.sol,74.54,189083,79110
PepeToken_0x6982.sol,AnyoneProtocolToken_0xfeac.sol,74.54,20169,45903
SpotVault_0x7f86.sol,ENA_0x57e1.sol,74.52,82921,76453
Turbo_0xa359.sol,Open_0xa227.sol,74.41,21588,24861
ZigCoin_0xb261.sol,Turbo_0xa359.sol,74.37,19009,21588
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x238a.sol,74.18,23725,44163
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x3328.sol,74.18,23725,44163
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0xbca3.sol,74.18,23725,44163
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0xbca3.sol,73.94,17846,44163
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x3328.sol,73.94,17846,44163
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x238a.sol,73.94,17846,44163
BeaconProxy_0x74a0.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,73.7,23776,17846
SpotVault_0x7f86.sol,SynFuturesToken_0x6e15.sol,73.65,82921,67820
PepeToken_0x6982.sol,JasmyCoin_0x7420.sol,73.56,20169,18886
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,JasmyCoin_0x7420.sol,73.48,47187,18886
TGCToken_0x25b4.sol,AnyoneProtocolToken_0xfeac.sol,73.12,23522,45903
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x18cc.sol,73.09,17846,35097
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0x7598.sol,73.09,17846,35070
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0xec53.sol,73.09,17846,35070
TransparentUpgradeableProxy_0x2e51.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,73.09,35097,17846
JasmyCoin_0x7420.sol,Turbo_0xa359.sol,72.74,18886,21588
ERC1967Proxy_0xee7a.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,72.59,26631,17846
ERC1967Proxy_0xebf6.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,72.59,26631,17846
ERC1967Proxy_0xb773.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,72.59,26631,17846
IMXToken_0xf57e.sol,FetchToken_0xaea4.sol,72.36,24860,42471
UUPSProxy_0x031d.sol,ERC1967Proxy_0x5c7b.sol,72.0,24331,38428
UUPSProxy_0x031d.sol,ERC1967Proxy_0x6e2a.sol,72.0,24331,38428
SynFuturesToken_0x6e15.sol,BTR_0x6c76.sol,71.65,67820,187609
PepeToken_0x6982.sol,TetherUSD_0x3f69.sol,71.57,20169,25680
TetherUSD_0x3f69.sol,AnyoneProtocolToken_0xfeac.sol,71.34,25680,45903
SimpleToken_0x4d22.sol,Open_0xa227.sol,71.13,16736,24861
ENA_0x57e1.sol,BTR_0x6c76.sol,71.06,76453,187609
TGCToken_0x25b4.sol,TetherUSD_0x3f69.sol,70.94,23522,25680
MetaBridge_0x0439.sol,AnyoneProtocolToken_0xfeac.sol,70.91,37763,45903
Manyu_0x95af.sol,ZigCoin_0xb261.sol,70.66,41221,19009
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0xf4e1.sol,70.62,38428,23725
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0xf4e1.sol,70.62,38428,23725
TetherUSD_0x3f69.sol,SimpleToken_0x4d22.sol,70.25,25680,16736
Open_0xa227.sol,AnyoneProtocolToken_0xfeac.sol,70.23,24861,45903
Manyu_0x95af.sol,JasmyCoin_0x7420.sol,70.12,41221,18886
TGCToken_0x25b4.sol,Open_0xa227.sol,70.03,23522,24861
FF_0xfa1c.sol,SynFuturesToken_0x6e15.sol,70.03,150922,67820
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,SimpleToken_0x4d22.sol,69.5,47187,16736
FixedToken_0xd441.sol,InitializableAdminUpgradeabilityProxy_0x7fc6.sol,69.47,17919,47187
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0xf668.sol,69.23,19096,40127
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0xfaf1.sol,69.23,19096,40127
PepeToken_0x6982.sol,Open_0xa227.sol,69.22,20169,24861
AdminUpgradableProxy_0x81d4.sol,EthcoinProxy_0xe957.sol,69.01,19096,22502
AdminUpgradableProxy_0x81d4.sol,PProxy_0x4c17.sol,68.9,19096,22504
IMXToken_0xf57e.sol,SimpleToken_0x4d22.sol,68.58,24860,16736
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0xb3fa.sol,68.47,19096,36734
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0x328f.sol,68.43,19096,40825
ENA_0x57e1.sol,FF_0xfa1c.sol,68.36,76453,150922
IMXToken_0xf57e.sol,BeamToken_0x62d0.sol,67.57,24860,86944
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,Turbo_0xa359.sol,67.51,47187,21588
TGCToken_0x25b4.sol,ZigCoin_0xb261.sol,67.26,23522,19009
JasmyCoin_0x7420.sol,FetchToken_0xaea4.sol,66.97,18886,42471
PepeToken_0x6982.sol,InitializableAdminUpgradeabilityProxy_0x7fc6.sol,66.7,20169,47187
Manyu_0x95af.sol,SimpleToken_0x4d22.sol,66.69,41221,16736
LayerZeroToken_0x6985.sol,ReceiveUln302_0xc02a.sol,66.69,132197,42833
PepeToken_0x6982.sol,Manyu_0x95af.sol,66.68,20169,41221
Manyu_0x95af.sol,Turbo_0xa359.sol,66.62,41221,21588
MocaToken_0xf944.sol,Open_0xa227.sol,66.57,48231,24861
UUPSProxy_0x031d.sol,AdminUpgradableProxy_0x81d4.sol,66.54,24331,19096
FixedToken_0xd441.sol,Manyu_0x95af.sol,66.4,17919,41221
VraToken_0xf411.sol,BeamToken_0x62d0.sol,66.21,69366,86944
ENA_0x57e1.sol,BeamToken_0x62d0.sol,66.06,76453,86944
EntryPoint_0x4337.sol,EntryPoint_0x5ff1.sol,66.04,189083,68376
LayerZeroToken_0x6985.sol,DVN_0xa59b.sol,65.98,132197,109056
DVN_0x589d.sol,LayerZeroToken_0x6985.sol,65.98,109056,132197
ZigCoin_0xb261.sol,FetchToken_0xaea4.sol,65.87,19009,42471
TGCToken_0x25b4.sol,JasmyCoin_0x7420.sol,65.86,23522,18886
PepeToken_0x6982.sol,IMXToken_0xf57e.sol,65.63,20169,24860
FixedToken_0xd441.sol,IMXToken_0xf57e.sol,65.61,17919,24860
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0xf4e1.sol,65.6,19096,23725
MocaToken_0xf944.sol,TetherUSD_0x3f69.sol,65.54,48231,25680
IMXToken_0xf57e.sol,Turbo_0xa359.sol,65.41,24860,21588
SynFuturesToken_0x6e15.sol,BeamToken_0x62d0.sol,65.16,67820,86944
ENA_0x57e1.sol,DVN_0x589d.sol,64.17,76453,109056
ENA_0x57e1.sol,DVN_0xa59b.sol,64.17,76453,109056
OptimizedTransparentUpgradeableProxy_0x902f.sol,TransparentUpgradeableProxy_0xf668.sol,64.03,17846,40127
OptimizedTransparentUpgradeableProxy_0x902f.sol,ERC1967Proxy_0xfaf1.sol,64.03,17846,40127
SpotVault_0x7f86.sol,DVN_0xa59b.sol,63.96,82921,109056
SpotVault_0x7f86.sol,DVN_0x589d.sol,63.96,82921,109056
ZigCoin_0xb261.sol,AnyoneProtocolToken_0xfeac.sol,63.67,19009,45903
SpotVault_0x7f86.sol,AnyoneProtocolToken_0xfeac.sol,63.57,82921,45903
SynFuturesToken_0x6e15.sol,DVN_0xa59b.sol,63.31,67820,109056
SynFuturesToken_0x6e15.sol,DVN_0x589d.sol,63.31,67820,109056
ERC1967Proxy_0x328f.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,63.24,40825,17846
ENA_0x57e1.sol,Open_0xa227.sol,63.23,76453,24861
ENA_0x57e1.sol,TetherUSD_0x3f69.sol,63.21,76453,25680
MetaMorphoV1_1_0x9b5e.sol,BTR_0x6c76.sol,63.14,260053,187609
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,TGCToken_0x25b4.sol,63.1,47187,23522
TetherToken_0xdac1.sol,LRC_v2_0xbbbb.sol,63.02,14442,10073
RelayRouterV3_0xb92f.sol,RelayApprovalProxyV3_0xccc8.sol,62.91,56689,99570
OptimizedTransparentUpgradeableProxy_0x902f.sol,EthcoinProxy_0xe957.sol,62.66,17846,22502
JasmyCoin_0x7420.sol,AnyoneProtocolToken_0xfeac.sol,62.65,18886,45903
TransparentUpgradeableProxy_0xb3fa.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,62.61,36734,17846
OptimizedTransparentUpgradeableProxy_0x902f.sol,PProxy_0x4c17.sol,62.56,17846,22504
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,AnyoneProtocolToken_0xfeac.sol,62.5,47187,45903
ENA_0x57e1.sol,FixedToken_0xd441.sol,62.36,76453,17919
RedSnwapper_0xac4c.sol,AnyoneProtocolToken_0xfeac.sol,62.35,23352,45903
ENA_0x57e1.sol,Turbo_0xa359.sol,62.2,76453,21588
FF_0xfa1c.sol,MetaMorphoV1_1_0x9b5e.sol,62.11,150922,260053
Manyu_0x95af.sol,TGCToken_0x25b4.sol,61.89,41221,23522
BTR_0x6c76.sol,BeamToken_0x62d0.sol,61.83,187609,86944
ENA_0x57e1.sol,InitializableAdminUpgradeabilityProxy_0x7fc6.sol,61.46,76453,47187
RangoDiamond_0x6946.sol,LiFiDiamond_0x1231.sol,61.46,14855,36513
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,Open_0xa227.sol,61.36,47187,24861
ENA_0x57e1.sol,ZigCoin_0xb261.sol,61.28,76453,19009
SpotVault_0x7f86.sol,BTR_0x6c76.sol,61.12,82921,187609
IMXToken_0xf57e.sol,VraToken_0xf411.sol,61.06,24860,69366
SimpleToken_0x4d22.sol,FetchToken_0xaea4.sol,61.06,16736,42471
AdminUpgradeabilityProxy_0x6c3e.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,60.89,9862,17846
OptimizedTransparentUpgradeableProxy_0x902f.sol,AdminUpgradeabilityProxy_0x4580.sol,60.89,17846,9858
ENA_0x57e1.sol,SimpleToken_0x4d22.sol,60.82,76453,16736
ZigCoin_0xb261.sol,Open_0xa227.sol,60.79,19009,24861
TransparentUpgradeableProxy_0x238a.sol,AnyoneProtocolToken_0xfeac.sol,60.76,44163,45903
TransparentUpgradeableProxy_0xbca3.sol,AnyoneProtocolToken_0xfeac.sol,60.76,44163,45903
TransparentUpgradeableProxy_0x3328.sol,AnyoneProtocolToken_0xfeac.sol,60.76,44163,45903
SwapRouter02_0x68b3.sol,UniversalRouter_0x66a9.sol,60.76,161330,290906
Bundler3_0x6566.sol,AnyoneProtocolToken_0xfeac.sol,60.65,30981,45903
Manyu_0x95af.sol,InitializableAdminUpgradeabilityProxy_0x7fc6.sol,60.57,41221,47187
InitializableAdminUpgradeabilityProxy_0x7fc6.sol,TetherUSD_0x3f69.sol,60.55,47187,25680
ENA_0x57e1.sol,JasmyCoin_0x7420.sol,60.49,76453,18886
TransparentUpgradeableProxy_0x3328.sol,MetaBridge_0x0439.sol,60.46,44163,37763
MetaBridge_0x0439.sol,TransparentUpgradeableProxy_0xbca3.sol,60.46,37763,44163
TransparentUpgradeableProxy_0x238a.sol,MetaBridge_0x0439.sol,60.46,44163,37763
WBTC_0x2260.sol,TetherToken_0xdac1.sol,60.43,17628,14442
FiatTokenProxy_0xa0b8.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,60.35,10684,17846
UUPSProxy_0x031d.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,60.21,24331,17846
ERC1967Proxy_0x6e2a.sol,AdminUpgradeabilityProxy_0x4580.sol,60.09,38428,9858
ERC1967Proxy_0x5c7b.sol,AdminUpgradeabilityProxy_0x4580.sol,60.09,38428,9858
AdminUpgradeabilityProxy_0x6c3e.sol,ERC1967Proxy_0x6e2a.sol,60.09,9862,38428
AdminUpgradeabilityProxy_0x6c3e.sol,ERC1967Proxy_0x5c7b.sol,60.09,9862,38428
JasmyCoin_0x7420.sol,Open_0xa227.sol,60.06,18886,24861
